State ,Region,Year,CP,CP Code,Core/Supp,Units,Forest,Grassland,Cropland,CP Coverage,FY-Year,Financial Assistance Requested,FIN Summed by Year,FinSum: Framework Goals,NOBO TAGS,Agroforestry Economics,Aspirational Goals,ASP-Year,Landscape Type: A;;
Minnesota,Central,2024,112,Prescribed Burning Plan - Written,,Plan: Written,Forest Lands,Grasslands,((not cropland)),0,FA-2024,0,,,0,0,0,asp 2024,Forest Land + Grassland
Minnesota,Central,2024,113,Prescribed Burning Plan - Applied,,Plan: Applied,Forest Lands,Grasslands,((not cropland)),0,FA-2024,0,,,0,0,0,asp 2024,Forest Land + Grassland
Minnesota,Central,2024,114,Integrated Pest Management Plan - Written,,Plan: Written,Forest Lands,Grasslands,Croplands,0,FA-2024,0,,,0,0,0,asp 2024,Forest Land + Grassland + Cropland
Minnesota,Central,2024,115,Integrated Pest Management Plan - Applied,,Plan: Applied,Forest Lands,Grasslands,Croplands,0,FA-2024,0,,,0,0,0,asp 2024,Forest Land + Grassland + Cropland
Minnesota,Central,2024,142,Fish and Wildlife Habitat Plan - Written,,Plan: Written,Forest Lands,Grasslands,Croplands,0,FA-2024,0,,,0,0,0,asp 2024,Forest Land + Grassland + Cropland
Minnesota,Central,2024,143,Fish and Wildlife Habitat Plan - Applied,,Plan: Applied,Forest Lands,Grasslands,Croplands,0,FA-2024,0,,,0,0,0,asp 2024,Forest Land + Grassland + Cropland
Minnesota,Central,2024,146,Pollinator Habitat Plan - Written,,Plan: Written,Forest Lands,Grasslands,Croplands,0,FA-2024,0,,,0,0,0,asp 2024,Forest Land + Grassland + Cropland
Minnesota,Central,2024,147,Pollinator Habitat Plan - Applied,,Plan: Applied,Forest Lands,Grasslands,Croplands,0,FA-2024,0,,,0,0,0,asp 2024,Forest Land + Grassland + Cropland
Minnesota,Central,2024,329,No Till ,Core,Acres,(not forest),(not grassland),Croplands,2500,FA-2024,0,,,0,0,15000,asp 2024,Cropland
Minnesota,Central,2024,345,Reduced Tillage ,Core,Acres,(not forest),(not grassland),Croplands,200,FA-2024,0,,,0,0,10000,asp 2024,Cropland
Minnesota,Central,2024,645,Upland Wildlife Habitat Management,Core,Acres,Forest Lands,Grasslands,Croplands,200,FA-2024,0,,,0,0,1000,asp 2024,Forest Land + Grassland + Cropland
Minnesota,Central,2024,647,Early Successional Habitat Management,Core,Acres,Forest Lands,Grasslands,Croplands,50,FA-2024,0,,,0,0,200,asp 2024,Forest Land + Grassland + Cropland
Mississippi,Southeast,2024,106,Forest Management Plan - Written,,Plan: Written,Forest Lands,(not grassland),((not cropland)),20,FA-2024,0,"$3,000,000.00",10000000,0,0,30,asp 2024,Forest Land
Mississippi,Southeast,2024,107,Forest Management Plan - Applied,,Plan: Applied,Forest Lands,(not grassland),((not cropland)),0,FA-2024,0,,,0,0,0,asp 2024,Forest Land
Mississippi,Southeast,2024,110,Grazing Management Plan - Written,,Plan: Written,(not forest),Grasslands,((not cropland)),5,FA-2024,0,,,0,0,10,asp 2024,Grassland
Mississippi,Southeast,2024,111,Grazing Management Plan - Applied,,Plan: Applied,(not forest),Grasslands,((not cropland)),0,FA-2024,0,,,0,0,0,asp 2024,Grassland
Mississippi,Southeast,2024,112,Prescribed Burning Plan - Written,,Plan: Written,Forest Lands,Grasslands,((not cropland)),15,FA-2024,0,,,0,0,20,asp 2024,Forest Land + Grassland
Mississippi,Southeast,2024,113,Prescribed Burning Plan - Applied,,Plan: Applied,Forest Lands,Grasslands,((not cropland)),0,FA-2024,0,,,0,0,0,asp 2024,Forest Land + Grassland
Mississippi,Southeast,2024,114,Integrated Pest Management Plan - Written,,Plan: Written,Forest Lands,Grasslands,Croplands,5,FA-2024,0,,,0,0,10,asp 2024,Forest Land + Grassland + Cropland
Mississippi,Southeast,2024,115,Integrated Pest Management Plan - Applied,,Plan: Applied,Forest Lands,Grasslands,Croplands,0,FA-2024,0,,,0,0,0,asp 2024,Forest Land + Grassland + Cropland
Mississippi,Southeast,2024,142,Fish and Wildlife Habitat Plan - Written,,Plan: Written,Forest Lands,Grasslands,Croplands,2,FA-2024,0,,,0,0,5,asp 2024,Forest Land + Grassland + Cropland
Mississippi,Southeast,2024,143,Fish and Wildlife Habitat Plan - Applied,,Plan: Applied,Forest Lands,Grasslands,Croplands,0,FA-2024,0,,,0,0,0,asp 2024,Forest Land + Grassland + Cropland
Mississippi,Southeast,2024,146,Pollinator Habitat Plan - Written,,Plan: Written,Forest Lands,Grasslands,Croplands,1,FA-2024,0,,,0,0,3,asp 2024,Forest Land + Grassland + Cropland
Mississippi,Southeast,2024,147,Pollinator Habitat Plan - Applied,,Plan: Applied,Forest Lands,Grasslands,Croplands,0,FA-2024,0,,,0,0,0,asp 2024,Forest Land + Grassland + Cropland
Mississippi,Southeast,2024,329,No Till ,Core,Acres,(not forest),(not grassland),Croplands,600,FA-2024,0,,,0,0,1000,asp 2024,Cropland
Mississippi,Southeast,2024,345,Reduced Tillage ,Core,Acres,(not forest),(not grassland),Croplands,0,FA-2024,0,,,0,0,0,asp 2024,Cropland
Missouri,Central,2024,106,Forest Management Plan - Written,,Plan: Written,Forest Lands,(not grassland),((not cropland)),0,FA-2024,0,"$1,520,000.00",575000,0,0,0,asp 2024,Forest Land
Missouri,Central,2024,107,Forest Management Plan - Applied,,Plan: Applied,Forest Lands,(not grassland),((not cropland)),0,FA-2024,0,,,0,0,0,asp 2024,Forest Land
Missouri,Central,2024,110,Grazing Management Plan - Written,,Plan: Written,(not forest),Grasslands,((not cropland)),0,FA-2024,0,,,0,0,0,asp 2024,Grassland
Missouri,Central,2024,111,Grazing Management Plan - Applied,,Plan: Applied,(not forest),Grasslands,((not cropland)),0,FA-2024,0,,,0,0,0,asp 2024,Grassland
Missouri,Central,2024,112,Prescribed Burning Plan - Written,,Plan: Written,Forest Lands,Grasslands,((not cropland)),0,FA-2024,0,,,0,0,0,asp 2024,Forest Land + Grassland
Missouri,Central,2024,113,Prescribed Burning Plan - Applied,,Plan: Applied,Forest Lands,Grasslands,((not cropland)),0,FA-2024,0,,,0,0,0,asp 2024,Forest Land + Grassland
Missouri,Central,2024,114,Integrated Pest Management Plan - Written,,Plan: Written,Forest Lands,Grasslands,Croplands,0,FA-2024,0,,,0,0,0,asp 2024,Forest Land + Grassland + Cropland
Missouri,Central,2024,115,Integrated Pest Management Plan - Applied,,Plan: Applied,Forest Lands,Grasslands,Croplands,0,FA-2024,0,,,0,0,0,asp 2024,Forest Land + Grassland + Cropland
Missouri,Central,2024,142,Fish and Wildlife Habitat Plan - Written,,Plan: Written,Forest Lands,Grasslands,Croplands,0,FA-2024,0,,,0,0,0,asp 2024,Forest Land + Grassland + Cropland
Missouri,Central,2024,143,Fish and Wildlife Habitat Plan - Applied,,Plan: Applied,Forest Lands,Grasslands,Croplands,0,FA-2024,0,,,0,0,0,asp 2024,Forest Land + Grassland + Cropland
Missouri,Central,2024,146,Pollinator Habitat Plan - Written,,Plan: Written,Forest Lands,Grasslands,Croplands,0,FA-2024,0,,,0,0,0,asp 2024,Forest Land + Grassland + Cropland
Missouri,Central,2024,147,Pollinator Habitat Plan - Applied,,Plan: Applied,Forest Lands,Grasslands,Croplands,0,FA-2024,0,,,0,0,0,asp 2024,Forest Land + Grassland + Cropland
Missouri,Central,2024,329,No Till ,Core,Acres,(not forest),(not grassland),Croplands,0,FA-2024,0,,,0,0,0,asp 2024,Cropland
Missouri,Central,2024,345,Reduced Tillage ,Core,Acres,(not forest),(not grassland),Croplands,0,FA-2024,0,,,0,0,0,asp 2024,Cropland
Missouri,Central,2024,643,Restoration of Rare or Declining Natural Communities,Core,Acres,Forest Lands,Grasslands,Croplands,200,FA-2024,0,,,0,0,90,asp 2024,Forest Land + Grassland + Cropland
Missouri,Central,2024,645,Upland Wildlife Habitat Management,Core,Acres,Forest Lands,Grasslands,Croplands,5,FA-2024,0,,,0,0,3,asp 2024,Forest Land + Grassland + Cropland
Missouri,Central,2024,647,Early Successional Habitat Management,Core,Acres,Forest Lands,Grasslands,Croplands,5,FA-2024,0,,,0,0,3,asp 2024,Forest Land + Grassland + Cropland
Nebraska,Central,2024,106,Forest Management Plan - Written,,Plan: Written,Forest Lands,(not grassland),((not cropland)),0,FA-2024,0,"$15,200.00",0,0,0,0,asp 2024,Forest Land
Nebraska,Central,2024,107,Forest Management Plan - Applied,,Plan: Applied,Forest Lands,(not grassland),((not cropland)),0,FA-2024,0,,,0,0,0,asp 2024,Forest Land
Nebraska,Central,2024,110,Grazing Management Plan - Written,,Plan: Written,(not forest),Grasslands,((not cropland)),0,FA-2024,0,,,0,0,0,asp 2024,Grassland
Nebraska,Central,2024,111,Grazing Management Plan - Applied,,Plan: Applied,(not forest),Grasslands,((not cropland)),0,FA-2024,0,,,0,0,0,asp 2024,Grassland
Nebraska,Central,2024,112,Prescribed Burning Plan - Written,,Plan: Written,Forest Lands,Grasslands,((not cropland)),0,FA-2024,0,,,0,0,0,asp 2024,Forest Land + Grassland
Nebraska,Central,2024,113,Prescribed Burning Plan - Applied,,Plan: Applied,Forest Lands,Grasslands,((not cropland)),0,FA-2024,0,,,0,0,0,asp 2024,Forest Land + Grassland
Nebraska,Central,2024,114,Integrated Pest Management Plan - Written,,Plan: Written,Forest Lands,Grasslands,Croplands,0,FA-2024,0,,,0,0,0,asp 2024,Forest Land + Grassland + Cropland
Nebraska,Central,2024,115,Integrated Pest Management Plan - Applied,,Plan: Applied,Forest Lands,Grasslands,Croplands,0,FA-2024,0,,,0,0,0,asp 2024,Forest Land + Grassland + Cropland
Nebraska,Central,2024,142,Fish and Wildlife Habitat Plan - Written,,Plan: Written,Forest Lands,Grasslands,Croplands,0,FA-2024,0,,,0,0,0,asp 2024,Forest Land + Grassland + Cropland
Nebraska,Central,2024,143,Fish and Wildlife Habitat Plan - Applied,,Plan: Applied,Forest Lands,Grasslands,Croplands,0,FA-2024,0,,,0,0,0,asp 2024,Forest Land + Grassland + Cropland
Nebraska,Central,2024,146,Pollinator Habitat Plan - Written,,Plan: Written,Forest Lands,Grasslands,Croplands,0,FA-2024,0,,,0,0,0,asp 2024,Forest Land + Grassland + Cropland
Nebraska,Central,2024,147,Pollinator Habitat Plan - Applied,,Plan: Applied,Forest Lands,Grasslands,Croplands,0,FA-2024,0,,,0,0,0,asp 2024,Forest Land + Grassland + Cropland
Nebraska,Central,2024,329,No Till ,Core,Acres,(not forest),(not grassland),Croplands,0,FA-2024,0,,,0,0,0,asp 2024,Cropland
Nebraska,Central,2024,345,Reduced Tillage ,Core,Acres,(not forest),(not grassland),Croplands,0,FA-2024,0,,,0,0,0,asp 2024,Cropland
Nebraska,Central,2024,340,Cover Crop,Core,Acres,(not forest),(not grassland),Croplands,40,FA-2024,0,,,0,0,0,asp 2024,Cropland
New Jersey,Northeast,2024,106,Forest Management Plan - Written,,Plan: Written,Forest Lands,(not grassland),((not cropland)),5,FA-2024,0,"$100,000.00",50000,0,0,7,asp 2024,Forest Land
New Jersey,Northeast,2024,107,Forest Management Plan - Applied,,Plan: Applied,Forest Lands,(not grassland),((not cropland)),5,FA-2024,0,,,0,0,7,asp 2024,Forest Land
New Jersey,Northeast,2024,110,Grazing Management Plan - Written,,Plan: Written,(not forest),Grasslands,((not cropland)),0,FA-2024,0,,,0,0,0,asp 2024,Grassland
New Jersey,Northeast,2024,111,Grazing Management Plan - Applied,,Plan: Applied,(not forest),Grasslands,((not cropland)),0,FA-2024,0,,,0,0,0,asp 2024,Grassland
New Jersey,Northeast,2024,112,Prescribed Burning Plan - Written,,Plan: Written,Forest Lands,Grasslands,((not cropland)),2,FA-2024,0,,,0,0,4,asp 2024,Forest Land + Grassland
New Jersey,Northeast,2024,113,Prescribed Burning Plan - Applied,,Plan: Applied,Forest Lands,Grasslands,((not cropland)),2,FA-2024,0,,,0,0,4,asp 2024,Forest Land + Grassland
New Jersey,Northeast,2024,114,Integrated Pest Management Plan - Written,,Plan: Written,Forest Lands,Grasslands,Croplands,0,FA-2024,0,,,0,0,0,asp 2024,Forest Land + Grassland + Cropland
New Jersey,Northeast,2024,115,Integrated Pest Management Plan - Applied,,Plan: Applied,Forest Lands,Grasslands,Croplands,0,FA-2024,0,,,0,0,0,asp 2024,Forest Land + Grassland + Cropland
New Jersey,Northeast,2024,142,Fish and Wildlife Habitat Plan - Written,,Plan: Written,Forest Lands,Grasslands,Croplands,0,FA-2024,0,,,0,0,0,asp 2024,Forest Land + Grassland + Cropland
New Jersey,Northeast,2024,143,Fish and Wildlife Habitat Plan - Applied,,Plan: Applied,Forest Lands,Grasslands,Croplands,0,FA-2024,0,,,0,0,0,asp 2024,Forest Land + Grassland + Cropland
New Jersey,Northeast,2024,146,Pollinator Habitat Plan - Written,,Plan: Written,Forest Lands,Grasslands,Croplands,0,FA-2024,0,,,0,0,0,asp 2024,Forest Land + Grassland + Cropland
New Jersey,Northeast,2024,147,Pollinator Habitat Plan - Applied,,Plan: Applied,Forest Lands,Grasslands,Croplands,0,FA-2024,0,,,0,0,0,asp 2024,Forest Land + Grassland + Cropland
New Jersey,Northeast,2024,329,No Till ,Core,Acres,(not forest),(not grassland),Croplands,0,FA-2024,0,,,0,0,0,asp 2024,Cropland
New Jersey,Northeast,2024,345,Reduced Tillage ,Core,Acres,(not forest),(not grassland),Croplands,0,FA-2024,0,,,0,0,0,asp 2024,Cropland
North Carolina,Southeast,2024,106,Forest Management Plan - Written,,Plan: Written,Forest Lands,(not grassland),((not cropland)),1,FA-2024,0,"$1,250,000.00",250000,0,0,2,asp 2024,Forest Land
North Carolina,Southeast,2024,107,Forest Management Plan - Applied,,Plan: Applied,Forest Lands,(not grassland),((not cropland)),1,FA-2024,0,,,0,0,2,asp 2024,Forest Land
North Carolina,Southeast,2024,110,Grazing Management Plan - Written,,Plan: Written,(not forest),Grasslands,((not cropland)),2,FA-2024,0,,,0,0,5,asp 2024,Grassland
North Carolina,Southeast,2024,111,Grazing Management Plan - Applied,,Plan: Applied,(not forest),Grasslands,((not cropland)),3,FA-2024,0,,,0,0,5,asp 2024,Grassland
North Carolina,Southeast,2024,112,Prescribed Burning Plan - Written,,Plan: Written,Forest Lands,Grasslands,((not cropland)),0,FA-2024,0,,,0,0,0,asp 2024,Forest Land + Grassland
North Carolina,Southeast,2024,113,Prescribed Burning Plan - Applied,,Plan: Applied,Forest Lands,Grasslands,((not cropland)),0,FA-2024,0,,,0,0,0,asp 2024,Forest Land + Grassland
North Carolina,Southeast,2024,114,Integrated Pest Management Plan - Written,,Plan: Written,Forest Lands,Grasslands,Croplands,0,FA-2024,0,,,0,0,0,asp 2024,Forest Land + Grassland + Cropland
North Carolina,Southeast,2024,115,Integrated Pest Management Plan - Applied,,Plan: Applied,Forest Lands,Grasslands,Croplands,0,FA-2024,0,,,0,0,0,asp 2024,Forest Land + Grassland + Cropland
North Carolina,Southeast,2024,142,Fish and Wildlife Habitat Plan - Written,,Plan: Written,Forest Lands,Grasslands,Croplands,0,FA-2024,0,,,0,0,0,asp 2024,Forest Land + Grassland + Cropland
North Carolina,Southeast,2024,143,Fish and Wildlife Habitat Plan - Applied,,Plan: Applied,Forest Lands,Grasslands,Croplands,0,FA-2024,0,,,0,0,0,asp 2024,Forest Land + Grassland + Cropland
North Carolina,Southeast,2024,146,Pollinator Habitat Plan - Written,,Plan: Written,Forest Lands,Grasslands,Croplands,0,FA-2024,0,,,0,0,0,asp 2024,Forest Land + Grassland + Cropland
North Carolina,Southeast,2024,147,Pollinator Habitat Plan - Applied,,Plan: Applied,Forest Lands,Grasslands,Croplands,0,FA-2024,0,,,0,0,0,asp 2024,Forest Land + Grassland + Cropland
North Carolina,Southeast,2024,329,No Till ,Core,Acres,(not forest),(not grassland),Croplands,2000,FA-2024,0,,,0,0,0,asp 2024,Cropland
North Carolina,Southeast,2024,345,Reduced Tillage ,Core,Acres,(not forest),(not grassland),Croplands,150,FA-2024,0,,,0,0,0,asp 2024,Cropland
North Carolina,Southeast,2024,666,Restoration of Rare or Declining Natural Communities,Core,Acres,Forest Lands,Grasslands,Croplands,5,FA-2024,0,,,0,0,5,asp 2024,Forest Land + Grassland + Cropland
North Carolina,Southeast,2024,645,Upland Wildlife Habitat Management,Core,Acres,Forest Lands,Grasslands,Croplands,15,FA-2024,0,,,0,0,10,asp 2024,Forest Land + Grassland + Cropland
North Carolina,Southeast,2024,647,Early Successional Habitat Management,Core,Acres,Forest Lands,Grasslands,Croplands,100,FA-2024,0,,,0,0,40,asp 2024,Forest Land + Grassland + Cropland
Ohio,Northeast,2024,106,Forest Management Plan - Written,,Plan: Written,Forest Lands,(not grassland),((not cropland)),0,FA-2024,0,"$100,000.00",100000,0,0,0,asp 2024,Forest Land
Ohio,Northeast,2024,107,Forest Management Plan - Applied,,Plan: Applied,Forest Lands,(not grassland),((not cropland)),0,FA-2024,0,,,0,0,0,asp 2024,Forest Land
Ohio,Northeast,2024,110,Grazing Management Plan - Written,,Plan: Written,(not forest),Grasslands,((not cropland)),0,FA-2024,0,,,0,0,0,asp 2024,Grassland
Ohio,Northeast,2024,111,Grazing Management Plan - Applied,,Plan: Applied,(not forest),Grasslands,((not cropland)),0,FA-2024,0,,,0,0,0,asp 2024,Grassland
Ohio,Northeast,2024,112,Prescribed Burning Plan - Written,,Plan: Written,Forest Lands,Grasslands,((not cropland)),1,FA-2024,0,,,0,0,1,asp 2024,Forest Land + Grassland
Ohio,Northeast,2024,113,Prescribed Burning Plan - Applied,,Plan: Applied,Forest Lands,Grasslands,((not cropland)),0,FA-2024,0,,,0,0,0,asp 2024,Forest Land + Grassland
Ohio,Northeast,2024,114,Integrated Pest Management Plan - Written,,Plan: Written,Forest Lands,Grasslands,Croplands,0,FA-2024,0,,,0,0,0,asp 2024,Forest Land + Grassland + Cropland
Ohio,Northeast,2024,115,Integrated Pest Management Plan - Applied,,Plan: Applied,Forest Lands,Grasslands,Croplands,0,FA-2024,0,,,0,0,0,asp 2024,Forest Land + Grassland + Cropland
Ohio,Northeast,2024,142,Fish and Wildlife Habitat Plan - Written,,Plan: Written,Forest Lands,Grasslands,Croplands,0,FA-2024,0,,,0,0,0,asp 2024,Forest Land + Grassland + Cropland
Ohio,Northeast,2024,143,Fish and Wildlife Habitat Plan - Applied,,Plan: Applied,Forest Lands,Grasslands,Croplands,0,FA-2024,0,,,0,0,0,asp 2024,Forest Land + Grassland + Cropland
Ohio,Northeast,2024,146,Pollinator Habitat Plan - Written,,Plan: Written,Forest Lands,Grasslands,Croplands,0,FA-2024,0,,,0,0,0,asp 2024,Forest Land + Grassland + Cropland
Ohio,Northeast,2024,147,Pollinator Habitat Plan - Applied,,Plan: Applied,Forest Lands,Grasslands,Croplands,0,FA-2024,0,,,0,0,0,asp 2024,Forest Land + Grassland + Cropland
Ohio,Northeast,2024,329,No Till ,Core,Acres,(not forest),(not grassland),Croplands,0,FA-2024,0,,,0,0,0,asp 2024,Cropland
Ohio,Northeast,2024,345,Reduced Tillage ,Core,Acres,(not forest),(not grassland),Croplands,0,FA-2024,0,,,0,0,0,asp 2024,Cropland
South Carolina,Southeast,2024,106,Forest Management Plan - Written,,Plan: Written,Forest Lands,(not grassland),((not cropland)),25,FA-2024,0,"$520,000.00",400000,0,0,20,asp 2024,Forest Land
South Carolina,Southeast,2024,107,Forest Management Plan - Applied,,Plan: Applied,Forest Lands,(not grassland),((not cropland)),25,FA-2024,0,,,0,0,20,asp 2024,Forest Land
South Carolina,Southeast,2024,110,Grazing Management Plan - Written,,Plan: Written,(not forest),Grasslands,((not cropland)),0,FA-2024,0,,,0,0,0,asp 2024,Grassland
South Carolina,Southeast,2024,111,Grazing Management Plan - Applied,,Plan: Applied,(not forest),Grasslands,((not cropland)),0,FA-2024,0,,,0,0,0,asp 2024,Grassland
South Carolina,Southeast,2024,112,Prescribed Burning Plan - Written,,Plan: Written,Forest Lands,Grasslands,((not cropland)),35,FA-2024,0,,,0,0,25,asp 2024,Forest Land + Grassland
South Carolina,Southeast,2024,113,Prescribed Burning Plan - Applied,,Plan: Applied,Forest Lands,Grasslands,((not cropland)),35,FA-2024,0,,,0,0,25,asp 2024,Forest Land + Grassland
South Carolina,Southeast,2024,114,Integrated Pest Management Plan - Written,,Plan: Written,Forest Lands,Grasslands,Croplands,0,FA-2024,0,,,0,0,0,asp 2024,Forest Land + Grassland + Cropland
South Carolina,Southeast,2024,115,Integrated Pest Management Plan - Applied,,Plan: Applied,Forest Lands,Grasslands,Croplands,0,FA-2024,0,,,0,0,0,asp 2024,Forest Land + Grassland + Cropland
South Carolina,Southeast,2024,142,Fish and Wildlife Habitat Plan - Written,,Plan: Written,Forest Lands,Grasslands,Croplands,10,FA-2024,0,,,0,0,0,asp 2024,Forest Land + Grassland + Cropland
South Carolina,Southeast,2024,143,Fish and Wildlife Habitat Plan - Applied,,Plan: Applied,Forest Lands,Grasslands,Croplands,10,FA-2024,0,,,0,0,0,asp 2024,Forest Land + Grassland + Cropland
South Carolina,Southeast,2024,146,Pollinator Habitat Plan - Written,,Plan: Written,Forest Lands,Grasslands,Croplands,3,FA-2024,0,,,0,0,0,asp 2024,Forest Land + Grassland + Cropland
South Carolina,Southeast,2024,147,Pollinator Habitat Plan - Applied,,Plan: Applied,Forest Lands,Grasslands,Croplands,3,FA-2024,0,,,0,0,0,asp 2024,Forest Land + Grassland + Cropland
South Carolina,Southeast,2024,329,No Till ,Core,Acres,(not forest),(not grassland),Croplands,0,FA-2024,0,,,0,0,0,asp 2024,Cropland
South Carolina,Southeast,2024,345,Reduced Tillage ,Core,Acres,(not forest),(not grassland),Croplands,0,FA-2024,0,,,0,0,0,asp 2024,Cropland
South Carolina,Southeast,2024,647,Early Successional Habitat Management,Core,Acres,Forest Lands,Grasslands,Croplands,100,FA-2024,0,,,0,0,100,asp 2024,Forest Land + Grassland + Cropland
Tennessee,Southeast,2024,106,Forest Management Plan - Written,,Plan: Written,Forest Lands,(not grassland),((not cropland)),10,FA-2024,0,"$255,000.00",510000,0,0,25,asp 2024,Forest Land
Tennessee,Southeast,2024,107,Forest Management Plan - Applied,,Plan: Applied,Forest Lands,(not grassland),((not cropland)),0,FA-2024,0,,,0,0,0,asp 2024,Forest Land
Tennessee,Southeast,2024,110,Grazing Management Plan - Written,,Plan: Written,(not forest),Grasslands,((not cropland)),0,FA-2024,0,,,0,0,0,asp 2024,Grassland
Tennessee,Southeast,2024,111,Grazing Management Plan - Applied,,Plan: Applied,(not forest),Grasslands,((not cropland)),0,FA-2024,0,,,0,0,0,asp 2024,Grassland
Tennessee,Southeast,2024,112,Prescribed Burning Plan - Written,,Plan: Written,Forest Lands,Grasslands,((not cropland)),0,FA-2024,0,,,0,0,0,asp 2024,Forest Land + Grassland
Tennessee,Southeast,2024,113,Prescribed Burning Plan - Applied,,Plan: Applied,Forest Lands,Grasslands,((not cropland)),0,FA-2024,0,,,0,0,0,asp 2024,Forest Land + Grassland
Tennessee,Southeast,2024,114,Integrated Pest Management Plan - Written,,Plan: Written,Forest Lands,Grasslands,Croplands,0,FA-2024,0,,,0,0,0,asp 2024,Forest Land + Grassland + Cropland
Tennessee,Southeast,2024,115,Integrated Pest Management Plan - Applied,,Plan: Applied,Forest Lands,Grasslands,Croplands,0,FA-2024,0,,,0,0,0,asp 2024,Forest Land + Grassland + Cropland
Tennessee,Southeast,2024,142,Fish and Wildlife Habitat Plan - Written,,Plan: Written,Forest Lands,Grasslands,Croplands,0,FA-2024,0,,,0,0,0,asp 2024,Forest Land + Grassland + Cropland
Tennessee,Southeast,2024,143,Fish and Wildlife Habitat Plan - Applied,,Plan: Applied,Forest Lands,Grasslands,Croplands,0,FA-2024,0,,,0,0,0,asp 2024,Forest Land + Grassland + Cropland
Tennessee,Southeast,2024,146,Pollinator Habitat Plan - Written,,Plan: Written,Forest Lands,Grasslands,Croplands,0,FA-2024,0,,,0,0,0,asp 2024,Forest Land + Grassland + Cropland
Tennessee,Southeast,2024,147,Pollinator Habitat Plan - Applied,,Plan: Applied,Forest Lands,Grasslands,Croplands,0,FA-2024,0,,,0,0,0,asp 2024,Forest Land + Grassland + Cropland
Tennessee,Southeast,2024,329,No Till ,Core,Acres,(not forest),(not grassland),Croplands,0,FA-2024,0,,,0,0,0,asp 2024,Cropland
Tennessee,Southeast,2024,345,Reduced Tillage ,Core,Acres,(not forest),(not grassland),Croplands,0,FA-2024,0,,,0,0,0,asp 2024,Cropland
Tennessee,Southeast,2024,647,Early Successional Habitat Management,Core,Acres,Forest Lands,Grasslands,Croplands,200,FA-2024,0,,,0,0,200,asp 2024,Forest Land + Grassland + Cropland
Tennessee,Southeast,2024,391,Riparian Forest Buffer,Core,Acres,Forest Lands,(not grassland),((not cropland)),25,FA-2024,0,,,0,0,75,asp 2024,Forest Land
Tennessee,Southeast,2024,511,Forest Harvest Management ,Core,Acres,Forest Lands,(not grassland),((not cropland)),25,FA-2024,0,,,0,0,50,asp 2024,Forest Land
Tennessee,Southeast,2024,645,Upland Wildlife Habitat Management,Core,Acres,Forest Lands,Grasslands,Croplands,50,FA-2024,0,,,0,0,100,asp 2024,Forest Land + Grassland + Cropland
Texas,Central,2024,106,Forest Management Plan - Written,,Plan: Written,Forest Lands,(not grassland),((not cropland)),0,FA-2024,0,"$14,362,820.00",59876391,0,0,0,asp 2024,Forest Land
Texas,Central,2024,107,Forest Management Plan - Applied,,Plan: Applied,Forest Lands,(not grassland),((not cropland)),0,FA-2024,0,,,0,0,0,asp 2024,Forest Land
Texas,Central,2024,110,Grazing Management Plan - Written,,Plan: Written,(not forest),Grasslands,((not cropland)),0,FA-2024,0,,,0,0,0,asp 2024,Grassland
Texas,Central,2024,111,Grazing Management Plan - Applied,,Plan: Applied,(not forest),Grasslands,((not cropland)),0,FA-2024,0,,,0,0,0,asp 2024,Grassland
Texas,Central,2024,112,Prescribed Burning Plan - Written,,Plan: Written,Forest Lands,Grasslands,((not cropland)),0,FA-2024,0,,,0,0,0,asp 2024,Forest Land + Grassland
Texas,Central,2024,113,Prescribed Burning Plan - Applied,,Plan: Applied,Forest Lands,Grasslands,((not cropland)),0,FA-2024,0,,,0,0,0,asp 2024,Forest Land + Grassland
Texas,Central,2024,114,Integrated Pest Management Plan - Written,,Plan: Written,Forest Lands,Grasslands,Croplands,0,FA-2024,0,,,0,0,0,asp 2024,Forest Land + Grassland + Cropland
Texas,Central,2024,115,Integrated Pest Management Plan - Applied,,Plan: Applied,Forest Lands,Grasslands,Croplands,0,FA-2024,0,,,0,0,0,asp 2024,Forest Land + Grassland + Cropland
Texas,Central,2024,142,Fish and Wildlife Habitat Plan - Written,,Plan: Written,Forest Lands,Grasslands,Croplands,0,FA-2024,0,,,0,0,0,asp 2024,Forest Land + Grassland + Cropland
Texas,Central,2024,143,Fish and Wildlife Habitat Plan - Applied,,Plan: Applied,Forest Lands,Grasslands,Croplands,0,FA-2024,0,,,0,0,0,asp 2024,Forest Land + Grassland + Cropland
Texas,Central,2024,146,Pollinator Habitat Plan - Written,,Plan: Written,Forest Lands,Grasslands,Croplands,0,FA-2024,0,,,0,0,0,asp 2024,Forest Land + Grassland + Cropland
Texas,Central,2024,147,Pollinator Habitat Plan - Applied,,Plan: Applied,Forest Lands,Grasslands,Croplands,0,FA-2024,0,,,0,0,0,asp 2024,Forest Land + Grassland + Cropland
Texas,Central,2024,329,No Till ,Core,Acres,(not forest),(not grassland),Croplands,0,FA-2024,0,,,0,0,11437,asp 2024,Cropland
Texas,Central,2024,345,Reduced Tillage ,Core,Acres,(not forest),(not grassland),Croplands,12595,FA-2024,0,,,0,0,15238,asp 2024,Cropland
Texas,Central,2024,647,Early Successional Habitat Management,Core,Acres,Forest Lands,Grasslands,Croplands,28,FA-2024,0,,,0,0,0,asp 2024,Forest Land + Grassland + Cropland
